id,villcode,villname,gewocode
2911,1207005,TONGPALING(KHALING GOAN),114
2912,1207006,KUZHUGGANG(KUCHEY),114
2913,1207009,DUMTOB CHHUNGWA(SANU DUMTOE),114
2914,1207010,DUMTOB CHHEWA(THULO DUMTOE),114
2915,1207011,PHUCHENA,114
2916,1207012,GIBJEE,114
2917,1209001,BIBI,115
2918,1209002,CHINGA,115
2919,1209003,CHHODAGLING(CHOKSA),115
2920,1209004,DONGCHEY,115
2921,1209005,GANGTOG(GYANTHOK),115
2922,1209006,NAMGAYCHHOLING(HANGAY),115
2923,1209007,CHHUNAGGANG(KALIKHOLA),115
2924,1209008,SERNYAGANG(KHOLAKHARKA),115
2925,1209009,SATSANGSA(MAJUWA),115
2926,1209010,PAGSHINGKHA(MALBASAY),115
2927,1209011,TSACHHUNGANG(NOONPANI),115
2928,1209012,TSHOLINGKHAR(POKHARI DARA),115
2929,1209013,GYELPOSHING(RAJA RUKH),115
2930,1209014,TSHOSARLING(RANGEDARA),115
2931,1209015,SHYMA,115
2932,1209016,YABA,115
2933,1212011,SATERGANG(KHANIGAON),116
2934,1212012,LACHHUNGTHANG(LAHATAR),116
2935,1212013,TASHITSHE(LECHI),116
2936,1212014,TASHILAKHA(NUMLAKHA),116
2937,1212015,SATORMA(PANGRAY),116
2938,1212016,NYOENPALING A(PUGLI A),116
2939,1212017,NYOENPALING B(PUGLI B),116
2940,1212018,NYOENPALING C(PUGLI C),116
2941,1212019,SAMERCHAN(RATEY),116
2942,1212020,KETSHELGANG(THOTNEY),116
2943,1212021,THONGJABI(THUMKEY),116
2944,1212022,CHHUTHARSUM(TINDHAREY),116
2945,1212023,TINGTINGMA(TITI),116
2946,1212024,JANCHOLING(UTTAREY),116
2947,1212001,DEWTHANG(BANSTAR),116
2948,1212002,GADEN(BHOTAYKHARKA),116
2949,1212003,NEYGANG(DAMDARA),116
2950,1212004,DOLEG(DHOLAY),116
2951,1212005,YULGEYELING(DOLOMTHANG),116
2952,1212006,DHUMSHIGANG(DUMSHIDARA),116
2953,1212007,GASHINGMA(GASHING),116
2954,1212008,GOENPAKHA(GOMBADARA),116
2955,1212009,PELDENLING(GOMTU),116
2956,1212010,CHHUNAG(KALAPANI),116
2957,1213001,DAMTSHANGMA(AHALAY),117
2958,1213002,DEWATHANG(BANSTAR),117
2959,1213003,MAJATHANG(BUDHUNEY),117
2960,1213004,YULU KA(BUKAY A),117
2961,1213005,YULU KHA(BUKAY B),117
2962,1213006,BUGTOGNANG(BUKKAY),117
2963,1213007,CHHIRLOGSA(CHILOO),117
2964,1213008,DUNGKHARLING(CHOILICOOP),117
2965,1213009,YUGO(DARAGOAN),117
2966,1213010,SATSHAMCHHU(DUARPANI),117
2967,1213011,NORBULING(GAIRIGOAN),117
2968,1213012,GOENPAZOR(GOMBADARA),117
2969,1213013,SERTHANG(KHALINGTAR),117
2970,1213014,LAMAITHANG(LAMATAR),117
2971,1213015,LINGMAITHANG(LAMITAR),117
2972,1213016,TSHONGZOM(MALABASEY),117
2973,1213017,LHAKHANPONG(MANDERI),117
2974,1213018,MANDERNI,117
2975,1213019,KHANDOTHANG(MECHETAR),117
2976,1213020,SAMTSE,117
2977,1213021,CHATHAKGANG(SANGLA),117
2978,1213022,NINMALING(SAURENI),117
2979,1213023,GAWADONG(SUKRATY),117
2980,1213024,KIPADONG(SUKRATY/BAUWANDARA),117
2981,1213025,TASERPO(TASIM),117
2982,1213026,JANGCHHOGLING(UTTARY),117
2983,1214001,BEPOTENG(BELBOTEY),118
2984,1214002,GANGJUG(CHEBJU),118
2985,1214003,NORJANGSA(GIRIGAON),118
2986,1214004,SENGEYGANG(HANGAY),118
2987,1214005,KANGDUNGPHU(JOGIMARA),118
2988,1214006,ZHIWALING(KOTHIGAON),118
2989,1214007,DANGLING(PAKHAGAON),118
2990,1214008,PELJORLING A,118
2991,1214009,PELJORLING B,118
2992,1214010,JAMCHOLING(SAJBOTEY),118
2993,1214011,DAWACHE(SHIVALAYA),118
2994,1214012,SHIVALAYA/BELBOTEY,118
2995,1215001,DOMTSHANG(BALUKORAY),119
2996,1215002,DANGREYBUG(BEACHGAON),119
2997,1215003,TOBCHENTHANG(BORBOTEY),119
2998,1215004,BUGKHA(BUCCA),119
2999,1215005,GANGTOKHA(DARAGAON),119
3000,1215006,JINPATHANG(DEOTEY),119
3001,1215007,NORJANGSA NYIPA(GAIRIGAON DHUE NUMBER),119
3002,1215008,NORJANGSA DANGPA(GAIRIGAON EK NUMBER),119
3003,1215009,SHERABLING(JENCHU GAON),119
3004,1215010,DUGPOLING(KAMAI BANJANG),119
3005,1215011,KHEMPAGANG(KHEMPA GAON),119
3006,1215012,LAPCHAKHA,119
3007,1215013,PANZHINGN WOGMA(LOWER PANBARI),119
3008,1215014,NINDULAKHA,119
3009,1215015,THONGSA(RAMTEY),119
3010,1215016,ZOCHHALING(SISNEY),119
3011,1215017,TABABGANG(TABAGAON),119
3012,1215018,TADING,119
3013,1215019,DAMZHAGSA(THUNUWA),119
3014,1215020,TENPALING(TITIRING),119
3015,1215021,PANZHING GOGMA(UPPER PANBARI),119
3016,1216001,SILWAITHANG(BAKBAKEY),120
3017,1216002,DOMDANGSA(BALUKHOP),120
3018,1216003,DANGREYBUG(BICHGAON),120
3019,1216004,KHANGZHIMA(CHARGAREY),120
3020,1216005,SOELTAPSA(D. BINDU),120
3021,1216006,THAGPZOSA(DHORENI),120
3022,1216007,CHHERMALING(FITA),120
3023,1216008,RANGTHAGLING(JATEY),120
3024,1216009,DAWATHANG(JUMSATAR),120
3025,1216010,DAWTHONGSA(JUMSILIGAON),120
3026,1216011,KACHHEN(KACHIN),120
3027,1216012,KHENTONG(KHENGTONG),120
3028,1216013,KUCHENGANG(KUCHIN PAKHA),120
3029,1216014,KUCHENTHANG(KUCHIN TAR),120
3030,1216015,KUCHENTOE(KUCHIN UPPER),120
3031,1216016,MIGLAMTHANG(N. BINDU),120
3032,1216017,NIZERGANG(NINGALAY),120
3033,1216018,TERKOTHANG(OKHAR BOTEY),120
3034,1216019,KUENGALING(PAKPAY),120
3035,1216020,DENPAJONG(SOURENEY),120
3036,1216021,TENDU,120
3037,1216022,TENDUTHANG(TENDU TAR),120
3038,1216023,DZONGSAR,120
3039,1211001,DANGKHARLING(BAHUNGAON),121
3040,1211002,SERIGANG(BHOTAYKHARKA),121
3041,1211003,DANGREYBUG KA(BICHGAON A),121
3042,1211004,BICHGAON A /JANGSA,121
3043,1211005,BICHGAON A /KHAR,121
3044,1211006,BICHGAON A /TASHIDING,121
3045,1211007,DANGREYBUG KHA(BICHGAON B),121
3046,1211008,NIMALUNG(BOTAYKHARKA),121
3047,1211009,JARITHANG KA(JARIP A),121
3048,1211010,JARITHANG KHA(JARIP B),121
3049,1211011,JARITHANG  GA(JARIP C),121
3050,1211012,JARIP C /NGATSHANG,121
3051,1211013,JYAMIRKOT,121
3052,1211014,KARDO KA(KADO A),121
3053,1211015,KARDO KHA(KADO B),121
3054,1211016,KARDO GA(KADO C),121
3055,1211017,THARPALING(MAJUWA),121
3056,1211018,DECHHENGANG(RAIGAON),121
3057,1211019,RIGPALING(SCHOOLDARA),121
3058,1211020,SCHOOLDARA /TASHIDING,121
3059,1211021,LHENDUPLING(THAKURIGAON),121
3060,1208015,TSAKALING,122
3061,1208016,TSAKALING/GHUMAUNEY A,122
3062,1208017,TSHAKALING,122
3063,1208001,CHOEKILING/GAIRIGAON,122
3064,1208002,DUNGKAR/GHUMAUNE B,122
3065,1208003,ZURIGANG(GHALLEY GAON),122
3066,1208004,ZOEPALING(JARIP),122
3067,1208005,PELKITHNAG(KATAHAREY),122
3068,1208006,RINCHHENPHUG(KHARBANDI),122
3069,1208007,SAMTENCHHU(KHOLA GHARI),122
3070,1208008,KINZANGLING,122
3071,1208009,KENCHOLING(KUCHI DAINA),122
3072,1208010,JIGMITHANG(LAMITAR),122
3073,1208011,GUMA(NAU NUMBER),122
3074,1208012,SENGEYLING(SINGIDARA),122
3075,1208013,SOENAKHAR,122
3076,1208014,RUNJUNGLING(SUNTALABARI),122
3077,1301001,SAMTENLING(BHUR),123
3078,1301002,DECHENPELRI(JARUWA),123
3079,1301003,SAMTENTHANG(JUPREY),123
3080,1301004,SAMTENGANG(JUPREYDARA),123
3081,1301005,CHHOKHORLING(MAJUWA),123
3082,1302001,BARTHANG,124
3083,1302002,BARTHANG/DARAGAON,124
3084,1302003,CHASKHAR,124
3085,1302004,CHASKHAR/DANABARI,124
3086,1302005,CHASKHAR/DARAGAON,124
3087,1302006,CHASKHAR/DAWATHANG,124
3088,1302007,CHASKHAR/KALIKHOLA,124
3089,1302008,CHASKHAR/LIMBUTAR,124
3090,1302009,CHASKHAR/SOMITAR,124
3091,1302010,CHASKHAR/THEWAR,124
3092,1302011,NIMALING,124
3093,1302012,NIMALING/DARAGAON,124
3094,1302013,NIMALING/LOWER PHANPHANEY,124
3095,1302014,PANGZOR,124
3096,1302015,PANGZOR/DANABARI,124
3097,1302016,PANGZOR/DARAGAON,124
3098,1302017,PANGZOR/KALIKHOLA,124
3099,1302018,PANGZOR/LOWER PHANPHANEY,124
3100,1302019,PANGZOR/UPPER PHANPHANEY,124
3101,1302020,SHAWAPONG,124
3102,1302021,SHAWAPONG/DARAGAON,124
3103,1302022,SHAWAPONG/LOWER PHANPHANEY,124
3104,1302023,THONGJABI,124
3105,1302024,THONGJABI/DANABARI,124
3106,1302025,THONGJABI/DARAGAON,124
3107,1302026,THONGJABI/LOWER PHANPHANEY,124
3108,1302027,TSHOJAN,124
3109,1302028,TSHOJAN/LOWER PHANPHANEY,124
3110,1302029,YUELING,124
3111,1302030,YUELING/DANABARI,124
3112,1302031,YUELING/DARAGAON,124
3113,1302032,YUELING/LOWER PHANPHANEY,124
3114,1302033,ZOMBABI,124
3115,1302034,ZOMBABI/DANABARI,124
3116,1302035,ZOMBABI/DARAGAON,124
3117,1303007,DOLONGANG(GAIRIGOAN),125
3118,1303008,GAWAITHANG/KAFLEYTAR,125
3119,1303010,HAMLINGPHU(LEOKHOP),125
3120,1303011,LUNGTENBI/SUKHATAR,125
3121,1303012,NORBUTHANG/KAFLEYTAR,125
3122,1303013,PHURPALING(PATABARI),125
3123,1303014,MENCHUTHANG(RATEYGOAN),125
3124,1303015,RATEYPANI,125
3125,1303016,DABITHANG(SUKHATAR),125
3126,1303017,TASHILING(LAMPATEY),125
3127,1303018,YANGCHENPHU(KAFLEYTAR),125
3128,1303001,MELDRELGANG(BICHPANI),125
3129,1303002,CHHOKHORLING(TORIBARI),125
3130,1303003,JIGMILING(CHUWABARI),125
3131,1303004,DARBITHANG/SUKHATAR,125
3132,1303005,DEKILING/LEOPANI,125
3133,1303006,NUBGANG(DOLPANI),125
3134,1305001,CHUNYETHANG(BARAGARAY),126
3135,1305002,BACHHUTHANG(BECHKHOLA),126
3136,1305003,TSHELUTHANG(BHIMIREY),126
3137,1305004,SAMTENPHU(DARAGAON),126
3138,1305005,CHHUZOMSA(DOVAN),126
3139,1305006,RIJUGANG(FEDI),126
3140,1305007,CHHIBIGANG(GAIRIGAON),126
3141,1305008,GALEGTHANG(GHUNGRING),126
3142,1305009,NORBUGANG(KHARGAON),126
3143,1305010,NYACHHU(MACHUKHOLA),126
3144,1305011,MAUTSHANGCHHU(MAUKHOLA),126
3145,1305012,MONGARLING(MONGERGAON),126
3146,1305013,LHAYUL(MOUGAON),126
3147,1305014,DECHENLING(NUNPANI),126
3148,1305015,JANGCHUBLING(PANKHEY),126
3149,1305016,SHERABLING(PATHIBARA),126
3150,1305017,PELRIGANG(RAMETAY),126
3151,1305018,AZHETHANG(RANIKHOP),126
3152,1305019,THONGJABI(TARKHARKHA),126
3153,1305020,DRAGCHHU(TIRKHOLA),126
3154,1305021,HUNGRELTHANG(TORKEY),126
3155,1306001,DZOMLINGTHANG,127
3156,1306002,DZOMLINGTHANG/MAINATAR,127
3157,1306003,LAKHITAR,127
3158,1306004,PELRITHANG,127
3159,1306005,PELRITHANG /MAINATAR,127
3160,1306006,PELRITHANG/LODRAI,127
3161,1306007,PELRITHANG/PURANOBUSTY,127
3162,1306008,PELRITHANG/SOMITAR,127
3163,1306009,PEMATHANG/SOMITAR,127
3164,1306010,PURANOBUSTY,127
3165,1306011,PURANOBUSTY/JUPREY,127
3166,1306012,PURANOBUSTY/LODARI,127
3167,1306013,PURANOBUSTY/LUCKYTAR,127
3168,1306014,PURANOBUSTY/MAINATAR,127
3169,1306015,PURANOBUSTY/SOMITAR,127
3170,1307001,BALCHHANGCHHU(BELKHOLA),128
3171,1307002,BUNAKHA(BISTY),128
3172,1307003,DRAGPHUCHHEN(GANGATEY),128
3173,1307004,GAKILING(HILLEY),128
3174,1307005,CHURSINI(KAGATEY),128
3175,1307006,MENCHHULAM(KHARPANI),128
3176,1307007,OMCHHUNANG(KWAPANI),128
3177,1307008,GETEMKHA(LARING),128
3178,1307009,JACHHU(MUGA),128
3179,1307010,RILANGTHANG(NOONPANI),128
3180,1307011,SANGKHA(RATEYPANI),128
3181,1308007,BARTSHAM KHA(KHAMAE/BICHGAON B),129
3182,1308008,TASHIGATSHEL(CHAKPAI),129
3183,1308009,CHUNGSING,129
3184,1308010,KHAMED(DARAGAON),129
3185,1308011,DORINGPHU(DUNGAY),129
3186,1308012,HOKALING(GAIRIGAON),129
3187,1308013,GALEGCHU(GALEYCHU),129
3188,1308014,GONGDUEGANG(GONG GAON),129
3189,1308015,GONGTSEKHA(GONGDARA),129
3190,1308016,KHAMEY,129
3191,1308017,KHAMO,129
3192,1308018,KHATEO,129
3193,1308019,GAKILING(KHOLATAR),129
3194,1308020,MONCHHUKHA(MONGERGAON),129
3195,1308021,SILSAGANG(OSSEY),129
3196,1308022,PEMAGANG(PAKHEY),129
3197,1308023,SHINGKHARTHANG(SAMKHARA),129
3198,1308024,JUNGCHHURGANG(SAUDALAY),129
3199,1308025,SIMKHARKA,129
3200,1308026,KHATOD(SIRANGAON),129
3201,1308027,CHHOTENKHAR(SUKUMBASI),129
3202,1308028,TSHACHHU(TATOPANI),129
3203,1308029,TORMAPHU(TORMAY),129
3204,1308030,RITI(RETI),129
3205,1308001,SERBUGANG(ASHINEY),129
3206,1308002,TAGJOGANG(BAGJUNGAY),129
3207,1308003,LUNGSILGANG(BATASEY),129
3208,1308004,PACHHAKHA(BETENI),129
3209,1308005,MENDELGANG(BHIRGAON),129
3210,1308006,BARTSHAM KA(KHATOE/BICHGAON A),129
3211,1313001,SAHARIPHU(BALATUNG),130
3212,1313002,YUEJUG(CHOTATSIRANG),130
3213,1313003,LHAPTSAKHA(DEORALI),130
3214,1313004,PELJORLING(KOPCHEY),130
3215,1313005,TASHITSE(LABARBOTAY),130
3216,1313006,WANGCHULINGKHAR(PHIBSOO),130
3217,1313007,CHIWALING(PINGKHUWA),130
3218,1313008,SINGHI,130
3219,1313009,NYENYUL(SISTY),130
3220,1313010,RISHONG(SISTYKHOPAN),130
3221,1313011,YARPHELING(THOEMBA),130
3222,1313012,ZHISARTHANG(KOIGAON),130
3223,1313013,SANGAYTHANG(HATIKHUWAR),130
3224,1312001,BARSHONG/THEWAR,131
3225,1312002,KAPONG/SOMITAR,131
3226,1312003,NORBULING,131
3227,1312004,PANGKHAR/SOMITAR,131
3228,1312005,PEMALING,131
3229,1312006,SERSHONG,131
3230,1312007,TASHIPHU,131
3231,1311001,NORBUGANG(AKHOW),132
3232,1311002,GOMCHOLA KA(CHAAR),132
3233,1311003,GOMCHOLA KHA(KHAREY PAKHEY),132
3234,1311004,KENCHOELING/KHARPANITAR,132
3235,1311005,THONGJAZOR(PAKHEYGOAN),132
3236,1311006,DARGAYTHANG(DARJAYTHANG/PATABARI),132
3237,1311007,GADENCHHOLING(SARPANG BAZAR),132
3238,1311008,SHOMPANGKHA(SARPANGTAR),132
3239,1311009,RISUMGANG(TINJUREY),132
3240,1311010,KENCHOLING(KHARPANI),132
3241,1314001,TASHICHHOLING(BOMJANDARA),133
3242,1314002,DOJITSE(CHARGERY),133
3243,1314003,PEMACHOLING(DARAGAON),133
3244,1314004,GARKHOLA,133
3245,1314005,KHAMARITAR,133
3246,1314006,LAMITAR,133
3247,1314007,WANGCHHILU(LIMBUTAR),133
3248,1314008,OEDZERGANG(RANGADARA),133
3249,1314009,SHANGBATAR,133
3250,1314010,SINGHI DAP,133
3251,1314011,SINGHI DARA,133
3252,1315003,DANGLING/DHORAY,134
3253,1315004,DANGLING/KATESEY,134
3254,1315005,DUNGMIN,134
3255,1315006,DUNGMIN /BARAYTAR,134
3256,1315007,DUNGMIN/BAWANITAR,134
3257,1315008,DUNGMIN/BICHPANY,134
3258,1315009,DUNGMIN/BISTADARA,134
3259,1315010,DUNGMIN/GOBRITAR,134
3260,1315011,DUNGMIN/GURUNGTAR,134
3261,1315012,DUNGMIN/SALBANDI,134
3262,1315013,GADEN,134
3263,1315014,GADEN/PROPER LALAI,134
3264,1315015,GADEN/SCHOOLDARA,134
3265,1315016,GADEN/UPPER LALAI,134
3266,1315017,GADEN/UPPER LALAIDHAP,134
3267,1315018,LINGAR,134
3268,1315019,LINGAR/BISTADARA,134
3269,1315020,REJUK,134
3270,1315021,REJUNG,134
3271,1315022,REJUNG/LANGKHAR,134
3272,1315023,REJUNG/TAMKULEY,134
3273,1315024,TASHITHANG,134
3274,1315025,THONGJAZOR,134
3275,1315001,CHUBARTHANG/CHESOPANI,134
3276,1315002,DANGLING,134
3277,1402001,BABI  CHORTEN,135
3278,1402002,DEBSI,135
3279,1402003,GANGCHEB,135
3280,1402004,JALUNGKHA,135
3281,1402005,JUMO,135
3282,1402006,NEZEYLHAKHANG,135
3283,1402007,RAMA,135
3284,1402008,SARBETHANG,135
3285,1402009,NGACHUPHAKA,135
3286,1402010,HONGTSHO,135
3287,1402011,YOESELPANG,135
3288,1402012,NGABIPHU,135
3289,1402013,KAZHINGTHANG,135
3290,1403001,BJACHO,136
3291,1403002,CHAMGANG,136
3292,1403003,DUNGDO,136
3293,1403004,GYELTALA,136
3294,1403005,WANGDO,136
3295,1404001,CHIZHI GOENPA,137
3296,1404002,GENEYKHA,137
3297,1404003,TSHOCHEYKHA,137
3298,1404004,WANGBAMA,137
3299,1404005,ZANGLEYKHA,137
3300,1405001,BEGANA,138
3301,1405002,CHAMINA,138
3302,1405003,CHANGDAGANG,138
3303,1405004,CHOKOR,138
3304,1405005,DAZHI,138
3305,1405006,DECHENPHU,138
3306,1405007,DELING GOENPA,138
3307,1405008,DODENA,138
3308,1405009,JANAZAMPA,138
3309,1405010,KABISA,138
3310,1405011,KUSHUGCHEN,138
3311,1405012,PHADING GOENPA,138
3312,1405013,SHOSUL,138
3313,1405014,TASHIDING,138
3314,1405015,WANGKAWOG,138
3315,1406002,CHAKPHU MESERYUL,139
3316,1406003,CHAKPHU ZANGLINGKHA,139
3317,1406004,CHEYBESA,139
3318,1406005,CHEPISA,139
3319,1406006,GANGYUL,139
3320,1406007,ZANGMITHANG/CHAKPHU,139
3321,1406001,CHAKPHU,139
3322,1407026,SILIDRAPHU,140
3323,1407027,SILUNA,140
3324,1407028,SIMU,140
3325,1407029,SISINA,140
3326,1407030,TSHALUNA,140
3327,1407031,TSHAPHU,140
3328,1407032,WALUNANG,140
3329,1407033,ZHINGSAGANG,140
3330,1407034,DONGKARLA,140
3331,1407035,JAMDO,140
3332,1407036,JAMDO GOMA,140
3333,1407037,JAMDOWOMA,140
3334,1407001,BEMEGASA,140
3335,1407002,CHUDINGKHA,140
3336,1407003,DALUKHA,140
3337,1407004,DANGLO,140
3338,1407005,DROKPAISA,140
3339,1407006,DOLEPCHEN,140
3340,1407007,DRAMESA,140
3341,1407008,GIDA,140
3342,1407009,GOENWOG,140
3343,1407010,JAMPEL,140
3344,1407011,JEMINA,140
3345,1407012,KEPAITHANG,140
3346,1407013,KHASADRAPCHU,140
3347,1407014,KHASAKHA,140
3348,1407015,LAMWOG,140
3349,1407016,LANGDRO,140
3350,1407017,LINGZHIPHARKA,140
3351,1407018,NYENZERKHA,140
3352,1407019,PAGA GOENPA,140
3353,1407020,PATSEKHA,140
3354,1407021,PULENA,140
3355,1407022,PUNGZHI,140
3356,1407023,SAMAKHA,140
3357,1407024,SELAYKHA,140
3358,1407025,SIGAY,140
3359,1407038,KARPHU,140
3360,1407039,KHARIBJI,140
3361,1407040,KHARPHU,140
3362,1407041,SEGYELNA/KARPHU,140
3363,1407042,CHIMITHANGKA,140
3364,1407043,JADINGKHA,140
3365,1408001,BARSHONG,141
3366,1408002,CHUNGDULO,141
3367,1408003,GANGBU,141
3368,1408004,GUNGLONA,141
3369,1408005,GYESHO,141
3370,1408006,JAGOETHANG,141
3371,1408007,KHASHO,141
3372,1408008,LHAYULHAETOED,141
3373,1408009,MENCHIPHU,141
3374,1408010,PAGOE,141
3375,1408011,SIPCHU,141
3376,1408012,TAKSETHANG,141
3377,1408013,WALITHANG,141
3378,1408014,WAZA,141
3379,1408015,ZHOMTHANG,141
3380,1408016,ZIGU,141
3381,1409004,DOZOTEN,142
3382,1409005,GADRATEN,142
3383,1409006,JANGOTHANG,142
3384,1409007,JOMPHU,142
3385,1409008,KEGITHANG,142
3386,1409009,TOEPGOETHANG,142
3387,1409001,CHANGMATASA,142
3388,1409002,DANGOCHONG,142
3389,1409003,DOTOEPTHANG,142
3390,1410001,BABESA,143
3391,1410002,BANGDU,143
3392,1410003,BAPA SAMLING,143
3393,1410004,BARP GOCHUKHA,143
3394,1410005,BARP JYALBKHA,143
3395,1410006,BARP LHAKHANG,143
3396,1410007,CHANGANGKHA,143
3397,1410008,CHANGZAMTOK,143
3398,1410009,DELING,143
3399,1410010,DELING DANGTOE,143
3400,1410011,GIDHAPHU,143
3401,1410012,HEJO,143
3402,1410013,JALUNG,143
3403,1410014,JALUNGKHA,143
3404,1410015,JIBJOKHA,143
3405,1410016,JIJI,143
3406,1410017,JIJI DONGLO,143
3407,1410018,JUNGSHINA,143
3408,1410019,LANGJOPHAKHA,143
3409,1410020,LHUNDRUPLING,143
3410,1410021,LUTOE,143
3411,1410022,MOTITHANG,143
3412,1410023,NORBULING SIMTOKHA,143
3413,1410024,OLAKHA,143
3414,1410025,PAMTSHO,143
3415,1410026,SAMAZINGKHA,143
3416,1410027,SIMTOKHA,143
3417,1410028,TABA,143
3418,1410029,THIM THROM,143
3419,1410030,TSHALIMAPHEL,143
3420,1410031,ZILUKHA,143
3421,1501001,BARGOEN,144
3422,1501002,BAYNANGKHAR,144
3423,1501028,ZHINGOM,144
3424,1501029,ZOOR,144
3425,1501030,ZOORTSHONG,144
3426,1501003,BUMLING,144
3427,1501004,CHADO LHAKHANG WOG,144
3428,1501005,DZONG GOEN,144
3429,1501006,DZONG THONG,144
3430,1501007,JAMUNG,144
3431,1501008,KEYPUNG,144
3432,1501009,KUMUNG,144
3433,1501010,MAJADUNG,144
3434,1501011,MENCHARI,144
3435,1501012,MENTSHANG,144
3436,1501013,MUGKHAR,144
3437,1501014,NAKTSHANG,144
3438,1501015,NANGKHAR,144
3439,1501016,NGALUNG,144
3440,1501017,NGALUNG GANG,144
3441,1501018,PAM,144
3442,1501019,PANGTHANG,144
3443,1501020,REPHUNG,144
3444,1501021,RESENGMA,144
3445,1501022,REYGANG,144
3446,1501023,SERHSING,144
3447,1501024,TASHI TENG,144
3448,1501025,THANGCHEY,144
3449,1501026,TRASHANG,144
3450,1501027,YANGKHAR,144
3451,1502001,BARGOEN,145
3452,1502002,DODOM,145
3453,1502003,DORI,145
3454,1502004,GAYGOEN,145
3455,1502005,JALUNG,145
3456,1502006,KAKANAY WOG,145
3457,1502007,KHAIRI,145
3458,1502008,LEMPHANG,145
3459,1502009,PARTHONG,145
3460,1502010,RETSANG PEK,145
3461,1502011,SALING,145
3462,1502012,TAKSERI,145
3463,1502013,TSHEKHAR,145
3464,1502014,TSHIGDUM,145
3465,1503001,MENTHONG,146
3466,1503002,MERTSHAM,146
3467,1503003,PANGTHANG,146
3468,1503004,RITSANGDUNG,146
3469,1503005,RONGTHUNG,146
3470,1503006,SHINGCHEN GEONPA,146
3471,1503007,THRAGOM,146
3472,1503008,YANPHUPAM,146
3473,1503009,YONPHULA,146
3474,1504001,BEDINGPHU,147
3475,1504002,CHORPHU,147
3476,1504003,DANGNA,147
3477,1504004,DOYAM CHEMA,147
3478,1504005,GANGPAR,147
3479,1504006,JUMSHARI,147
3480,1504007,KHERI,147
3481,1504008,KHESHING,147
3482,1504009,LADEN,147
3483,1504010,LAGOEN,147
3484,1504011,LAMYONG,147
3485,1504012,LANGNANG,147
3486,1504013,MADEYWA,147
3487,1504014,MERDA,147
3488,1504015,NEYLING,147
3489,1504016,PASSANGPHU,147
3490,1504017,PEDUNG,147
3491,1504018,RIBALINGMI,147
3492,1504019,SARONG,147
3493,1504020,THRELPHU,147
3494,1504021,YUNGNEY,147
3495,1504022,ZERDUNG,147
3496,1505001,BARSHONG,148
3497,1505002,BAYPHU,148
3498,1505003,BAYPHU SHERIG,148
3499,1505004,BREKHA,148
3500,1505005,BREKHA DUNGTSHOPAY,148
3501,1505006,DAKSA,148
3502,1505007,DAKTSHENG,148
3503,1505008,DANGRE,148
3504,1505009,DAUZOR,148
3505,1505010,DREGOEN,148
3506,1505011,DREYWUNG,148
3507,1505012,DUNGTSHOPAY,148
3508,1505013,GOENPA,148
3509,1505014,GOMCHU,148
3510,1505015,JERI,148
3511,1505016,JIBECHU,148
3512,1505017,KHOCHIPHAYE,148
3513,1505018,KHORDUNG,148
3514,1505019,LEMANG,148
3515,1505020,LEMI,148
3516,1505021,LEMI CHAMZOR,148
3517,1505022,LEZA,148
3518,1505023,MERENGZOR,148
3519,1505024,MONGKHORLA,148
3520,1505025,RASHUNG,148
3521,1505026,THIMKHAR,148
3522,1505027,THRIPANG GOENPA,148
3523,1505028,TOKAPHU,148
3524,1505029,TSHANGPO,148
3525,1505030,WUNGACHEMA,148
3526,1506001,BAMSHING,149
3527,1506002,BARGOEPA,149
3528,1506003,BEAMRI,149
3529,1506004,CHENGRI,149
3530,1506005,DARNANG,149
3531,1506006,DARUNG,149
3532,1506007,DARUNG WADRANGZOR,149
3533,1506008,DENO,149
3534,1506009,DORI,149
3535,1506010,DORI TSANO,149
3536,1506011,DUNGMANMA,149
3537,1506012,DUPKHANG,149
3538,1506023,KHERI,149
3539,1506024,KHESHING,149
3540,1506025,KHESHING RESERBU,149
3541,1506026,KHESHING ROAMZOR,149
3542,1506027,KHESHINGSERBU,149
3543,1506028,KHINYING MANMA,149
3544,1506029,KHOMIN,149
3545,1506030,KURCHILO,149
3546,1506031,LUMANG,149
3547,1506032,LUMANG GOENZOR,149
3548,1506033,LUMANG GOMTSHANG,149
3549,1506034,LUMANG SHACHARI,149
3550,1506035,MUCHU,149
3551,1506036,OMSHARI,149
3552,1506037,RAGEA,149
3553,1506038,RESERBU,149
3554,1506039,RIZANG,149
3555,1506040,RUSHINGYE,149
3556,1506041,SANGMARI,149
3557,1506042,SAYUEL,149
3558,1506043,SETHANG,149
3559,1506044,SHACHARI,149
3560,1506045,TASHICHOEDING,149
3561,1506046,THRIMLA,149
3562,1506047,THRUMNANG,149
3563,1506048,THRUMNANG LISHINGZOR,149
3564,1506049,TSANO,149
3565,1506050,TSHANGPO,149
3566,1506051,WADRANGZOR,149
3567,1506052,WAMRONG,149
3568,1506053,WUNGANG,149
3569,1506054,MUKAZOR,149
3570,1506013,DUPKHANG GOENPA,149
3571,1506014,GAPHU,149
3572,1506015,GOENZOR,149
3573,1506016,HABLA,149
3574,1506017,JABGOEN,149
3575,1506018,JABGOENPA,149
3576,1506019,KHAPHE,149
3577,1506020,KHARGOEN,149
3578,1506021,KHARPHU,149
3579,1506022,KHARPHUGOENPA,149
3580,1507004,KHELEPHU,150
